departement;categorie;titre;contenu;difficulte;rarete;source;consigne
13 Bouches-du-Rhône;histoire;Mémoire de la peste;La peste de 1720 marque durablement Marseille et la Provence. L’épisode rappelle la vulnérabilité d’un grand port ouvert sur le monde. Dans GeoDoku, il donne aux Bouches-du-Rhône une histoire sanitaire, commerciale et tragique très lisible. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Archives municipales de Marseille;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;géographie;Les calanques;Les calanques entre Marseille et Cassis offrent un paysage de falaises calcaires plongeant dans la Méditerranée. Elles donnent au département une image immédiatement spectaculaire. Peu de territoires français associent aussi directement grande ville, roche blanche et mer turquoise. Ce repère donne une image claire du département en quelques secondes.;1;commune;Parc national des Calanques;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;géographie;La Camargue;La Camargue forme un delta du Rhône fait de marais, étangs, chevaux, taureaux et oiseaux. Elle donne aux Bouches-du-Rhône une géographie amphibie, très différente des calanques. Le département réunit ainsi pierre sèche, ville portuaire et zones humides. Ce repère donne une image claire du département en quelques secondes.;1;commune;Parc naturel régional de Camargue;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;géographie;La Sainte-Victoire;La montagne Sainte-Victoire domine le pays d’Aix avec une silhouette immédiatement reconnaissable. Elle est à la fois repère géographique et motif artistique. Pour un joueur, c’est l’exemple parfait d’un relief devenu icône culturelle. Ce repère donne une image claire du département en quelques secondes.;1;commune;Grand Site Sainte-Victoire;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;géographie;L’étang de Berre;L’étang de Berre est l’un des grands plans d’eau salée du territoire français, bordé d’activités industrielles, de villes et de paysages sensibles. Il donne au département une géographie moins carte postale, mais essentielle pour comprendre son économie. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;GIPREB Étang de Berre;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;géographie;La plaine de la Crau;La Crau est une plaine caillouteuse et sèche, issue de dépôts anciens de la Durance. Elle tranche avec l’image de Provence bleue et urbaine. Cette géographie rude explique aussi des pratiques pastorales et une biodiversité particulière. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;Réserve naturelle des Coussouls de Crau;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;gastronomie;La bouillabaisse;La bouillabaisse est le plat marseillais le plus célèbre, née d’une cuisine de poissons et de port. Sa force vient autant du rituel de service que du goût. Elle fait de Marseille une ville qui se mange par la mer.;1;commune;Office de tourisme de Marseille;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;gastronomie;Les navettes;Les navettes de Marseille sont de petits biscuits parfumés, souvent associés à la Chandeleur et à l’abbaye Saint-Victor. Leur forme évoque une barque. L’anecdote relie gourmandise, religion, mer et tradition populaire en une idée très simple. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Office de tourisme de Marseille;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;gastronomie;La panisse;La panisse, préparée à base de farine de pois chiche, fait partie des gourmandises simples de Marseille et du Sud. Elle raconte une cuisine de rue, dorée, chaude et populaire. C’est une entrée idéale pour découvrir la Méditerranée quotidienne. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Office de tourisme de Marseille;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;gastronomie;L’aïoli provençal;L’aïoli dépasse la simple sauce. En Provence, il peut devenir un plat complet autour de légumes, poisson, œufs et ail. Dans les Bouches-du-Rhône, il raconte une cuisine solaire, collective et très aromatique, facile à retenir. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Provence Tourisme;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;gastronomie;L’huile d’olive;L’huile d’olive structure une partie de la cuisine provençale, des marchés aux plats familiaux. Dans les Bouches-du-Rhône, elle relie paysages d’oliviers, villages et assiettes. L’anecdote donne une clé simple pour lire le territoire par le goût. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Provence Tourisme;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;culture;Cézanne et la Sainte-Victoire;Paul Cézanne a peint la Sainte-Victoire à de nombreuses reprises, transformant une montagne proche d’Aix en motif majeur de l’art moderne. L’anecdote est parfaite pour GeoDoku, car un relief devient langage pictural et mémoire culturelle. C’est un repère culturel facile à retenir pendant une partie.;1;commune;Atelier de Cézanne;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;culture;Le Mucem;Le Mucem, à Marseille, installe un grand musée des civilisations méditerranéennes au bord de l’eau. Son architecture relie fort ancien et bâtiment contemporain. Le département y affirme une culture de passage, de port et de Méditerranée ouverte. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Mucem;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;culture;Les Rencontres d’Arles;Les Rencontres d’Arles font de la ville un rendez-vous international de photographie. Le contraste est fort entre patrimoine antique et images contemporaines. Les Bouches-du-Rhône montrent ici qu’un décor ancien peut accueillir une culture très actuelle. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Rencontres d'Arles;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;culture;Marseille rap;Marseille possède une place majeure dans l’histoire du rap français, notamment avec IAM. Cette culture urbaine donne au département une voix contemporaine très forte. Elle complète les calanques et les ports par un imaginaire de quartiers et de récits. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Archives municipales de Marseille;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;culture;Le Festival d’Aix;Le Festival d’Aix-en-Provence donne au département une image lyrique et internationale. L’opéra y rencontre les cours, les théâtres et les nuits d’été. Cette culture élégante nuance fortement l’image plus brute et portuaire de Marseille. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Festival d'Aix-en-Provence;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;insolite;Le château d’If;Le château d’If est une forteresse réelle devenue mondialement célèbre grâce au Comte de Monte-Cristo. L’anecdote fonctionne très bien car elle mélange histoire, prison, mer et fiction. Un îlot suffit à créer un imaginaire complet. Ce détail crée une image rapide, utile pour retenir le département.;1;commune;Château d'If;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;insolite;Notre-Dame de la Garde et les ex-voto;À Marseille, Notre-Dame de la Garde conserve de nombreux ex-voto, souvent liés à la mer, aux naufrages ou aux accidents. Ces objets racontent des vies sauvées. La basilique devient ainsi un lieu de gratitude autant qu’un panorama. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Notre-Dame de la Garde;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;insolite;L’ombrière du Vieux-Port;L’ombrière miroir du Vieux-Port reflète les passants, les bus, les bateaux et le ciel. Elle transforme un lieu très ancien en expérience contemporaine. L’anecdote est visuelle, rapide et montre comment Marseille renouvelle ses symboles sans les effacer. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Ville de Marseille;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;insolite;Un pont de Van Gogh reconstruit;À Arles, un pont associé à l’imaginaire de Van Gogh attire les visiteurs, même si le paysage a changé. L’intérêt tient moins à l’authenticité parfaite qu’à la puissance du regard. La peinture modifie la mémoire des lieux. Ce détail crée une image rapide, utile pour retenir le département.;3;peu commune;Fondation Vincent van Gogh Arles;moins de 15 secondes sur smartphone
13 Bouches-du-Rhône;insolite;La plus ancienne ville revendiquée;Marseille aime rappeler qu’elle est la plus ancienne ville de France, avec ses origines grecques. La formule est forte, même si l’histoire urbaine française est complexe. Elle donne à la ville une fierté simple et très efficace. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Musée d'Histoire de Marseille;moins de 15 secondes sur smartphone
33 Gironde;histoire;Bordeaux port mondial;Bordeaux doit une grande partie de sa puissance à son port, tourné vers l’Atlantique et les échanges internationaux. Cette histoire est brillante mais aussi sombre, notamment avec la traite négrière. La Gironde impose donc une lecture à la fois commerciale et mémorielle.;3;commune;Musée d'Aquitaine;moins de 15 secondes sur smartphone
33 Gironde;histoire;La place de la Bourse;La place de la Bourse raconte le Bordeaux du XVIIIe siècle, ouvert vers le fleuve et le commerce. Son architecture classique donne une image d’ordre et de richesse. Elle résume une ville qui s’est construite en regardant la Garonne. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Ville de Bordeaux;moins de 15 secondes sur smartphone
33 Gironde;histoire;Blaye verrouille l’estuaire;La citadelle de Blaye fait partie du système défensif imaginé par Vauban pour contrôler l’estuaire de la Gironde. L’anecdote est très lisible. Le fleuve n’est pas seulement une voie commerciale, il devient aussi une frontière à protéger. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;UNESCO Verrou Vauban;moins de 15 secondes sur smartphone
33 Gironde;histoire;Bordeaux anglaise;Pendant plusieurs siècles, Bordeaux vit dans l’orbite anglaise après le mariage d’Aliénor d’Aquitaine avec Henri Plantagenêt. Cette histoire explique l’importance ancienne du commerce du vin vers l’Angleterre. La Gironde devient un pont politique et marchand. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Archives Bordeaux Métropole;moins de 15 secondes sur smartphone
33 Gironde;histoire;Les Girondins;Le nom des Girondins, groupe politique de la Révolution française, renvoie à des députés liés au département. L’anecdote donne à la Gironde une portée nationale. Un nom territorial devient une étiquette politique, encore très reconnaissable aujourd’hui. Ce repère aide à mémoriser le département sans multiplier les dates.;3;commune;Assemblée nationale;moins de 15 secondes sur smartphone
33 Gironde;histoire;La base sous-marine;La base sous-marine de Bordeaux, construite pendant la Seconde Guerre mondiale, impose encore une présence massive. Transformée en lieu culturel, elle montre comment un héritage militaire difficile peut changer d’usage sans disparaître du paysage urbain. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Bassins des Lumières;moins de 15 secondes sur smartphone
33 Gironde;histoire;Arcachon station d’hiver;Arcachon se développe au XIXe siècle comme station climatique, avec sa Ville d’Hiver et ses villas. L’anecdote rappelle que le littoral girondin n’est pas seulement balnéaire. Il s’est aussi construit sur la santé, l’air et le séjour. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Ville d'Arcachon;moins de 15 secondes sur smartphone
33 Gironde;histoire;Saint-Émilion médiéval;Saint-Émilion associe vin, pierre et histoire religieuse. Sa cité médiévale et son paysage viticole classé racontent une continuité rare entre production agricole et patrimoine. La Gironde y gagne une image plus intime que le grand Bordeaux urbain. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;UNESCO Saint-Émilion;moins de 15 secondes sur smartphone
33 Gironde;histoire;Fort Médoc;Fort Médoc, avec Blaye et Cussac, participe au verrou de l’estuaire. Le site rappelle que contrôler l’eau signifiait contrôler l’accès à Bordeaux. Cette stratégie donne à la Gironde une histoire militaire directement liée à sa géographie. Ce repère aide à mémoriser le département sans multiplier les dates.;4;rare;UNESCO Verrou Vauban;moins de 15 secondes sur smartphone
33 Gironde;histoire;Le miroir d’une ville marchande;Les quais de Bordeaux racontent le passage d’un port de négoce à une ville patrimoniale et touristique. Entrepôts, façades et promenades gardent cette transformation visible. La Gironde se comprend ainsi par la reconversion de son front d’eau. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Bordeaux Métropole;moins de 15 secondes sur smartphone
33 Gironde;géographie;Le plus vaste département métropolitain;La Gironde est le plus vaste département de France métropolitaine. Cette taille explique la diversité de ses paysages, entre océan, forêt, estuaire, vignes et grande ville. Un seul département peut y ressembler à plusieurs territoires juxtaposés. Ce repère donne une image claire du département en quelques secondes.;2;commune;INSEE;moins de 15 secondes sur smartphone
33 Gironde;géographie;La dune du Pilat;La dune du Pilat est la plus haute dune d’Europe et avance lentement sous l’effet du vent. Elle donne à la Gironde une image spectaculaire et mouvante. Le paysage n’est pas figé, il se déplace sous les yeux. Ce repère donne une image claire du département en quelques secondes.;1;commune;Grand Site Dune du Pilat;moins de 15 secondes sur smartphone
33 Gironde;géographie;L’estuaire de la Gironde;L’estuaire de la Gironde est l’un des plus vastes d’Europe occidentale. Il mêle eaux de la Garonne et de la Dordogne avant l’Atlantique. Cette géographie explique ports, îles, forts, vignes et navigation dans un même système. Ce repère donne une image claire du département en quelques secondes.;2;commune;Syndicat mixte de l'estuaire;moins de 15 secondes sur smartphone
33 Gironde;géographie;Le bassin d’Arcachon;Le bassin d’Arcachon fonctionne comme une mer intérieure soumise aux marées. Parcs ostréicoles, cabanes, passes et bancs de sable composent un paysage vivant. La Gironde y gagne une géographie littorale plus douce que l’océan frontal. Ce repère donne une image claire du département en quelques secondes.;1;commune;Office de tourisme Arcachon;moins de 15 secondes sur smartphone
33 Gironde;géographie;Forêt et océan;La Gironde appartient aussi au grand ensemble forestier des Landes de Gascogne. Derrière Bordeaux et les vignes, le département possède une façade de pins, de dunes et de longues plages. Cette image complète fortement son profil territorial. Ce repère donne une image claire du département en quelques secondes.;2;commune;Parc naturel régional des Landes de Gascogne;moins de 15 secondes sur smartphone
33 Gironde;gastronomie;Le canelé;Le canelé bordelais, avec sa croûte caramélisée et son cœur moelleux, est devenu l’emblème sucré de Bordeaux. Sa petite taille le rend parfait pour la mémoire mobile. Une bouchée suffit à installer la Gironde dans la pâtisserie française. Ce goût local donne une accroche simple au joueur sur smartphone.;1;commune;Office de tourisme de Bordeaux;moins de 15 secondes sur smartphone
33 Gironde;gastronomie;Les vins de Bordeaux;Les vins de Bordeaux structurent l’image mondiale de la Gironde. Châteaux, appellations, négoce et paysages viticoles composent une économie autant qu’une culture. Pour GeoDoku, c’est une évidence, mais une évidence très puissante. Ce goût local donne une accroche simple au joueur sur smartphone.;1;commune;Conseil Interprofessionnel du Vin de Bordeaux;moins de 15 secondes sur smartphone
33 Gironde;gastronomie;Les huîtres du bassin;Les huîtres du bassin d’Arcachon donnent à la Gironde une gastronomie de marée, de cabane et de dégustation simple. Elles contrastent avec les grands vins bordelais. Le département réunit ainsi luxe viticole et plaisir littoral direct. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Comité régional conchylicole Arcachon Aquitaine;moins de 15 secondes sur smartphone
33 Gironde;gastronomie;L’entrecôte bordelaise;L’entrecôte à la bordelaise associe viande, sauce au vin et échalotes. Elle raconte une cuisine où le vignoble entre dans l’assiette. L’anecdote est efficace, car elle relie produit local, repas de brasserie et identité urbaine. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Office de tourisme de Bordeaux;moins de 15 secondes sur smartphone
33 Gironde;gastronomie;Le grenier médocain;Le grenier médocain, charcuterie à base d’estomac de porc, offre une facette plus rustique de la Gironde. Il surprend face à l’image prestigieuse des châteaux viticoles. Cette spécialité rappelle que le Médoc est aussi un territoire populaire. Ce goût local donne une accroche simple au joueur sur smartphone.;4;rare;Gironde Tourisme;moins de 15 secondes sur smartphone
33 Gironde;culture;La Cité du Vin;La Cité du Vin, à Bordeaux, transforme le vin en sujet culturel mondial. Le bâtiment, les parcours et les expositions dépassent la simple dégustation. La Gironde y affirme que le vin est un paysage, une économie et un langage. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Cité du Vin;moins de 15 secondes sur smartphone
33 Gironde;culture;Bordeaux UNESCO;Le centre de Bordeaux est classé pour son ensemble urbain remarquable. Ce n’est pas un monument isolé qui compte, mais une ville entière. L’anecdote aide à comprendre pourquoi marcher dans Bordeaux peut ressembler à traverser un décor cohérent. C’est un repère culturel facile à retenir pendant une partie.;2;commune;UNESCO Bordeaux;moins de 15 secondes sur smartphone
33 Gironde;culture;Le CAPC;Le CAPC, musée d’art contemporain de Bordeaux, occupe un ancien entrepôt colonial. Le lieu donne une force particulière aux œuvres. Il montre comment la Gironde transforme son passé commercial en espace culturel, sans effacer totalement la mémoire du bâtiment. C’est un repère culturel facile à retenir pendant une partie.;3;peu commune;CAPC Bordeaux;moins de 15 secondes sur smartphone
33 Gironde;culture;La Ville d’Hiver;À Arcachon, la Ville d’Hiver rassemble des villas originales construites pour le séjour climatique. Cette architecture donne au littoral une ambiance presque théâtrale. La Gironde y ajoute une culture balnéaire raffinée, différente des simples plages. C’est un repère culturel facile à retenir pendant une partie.;3;peu commune;Ville d'Arcachon;moins de 15 secondes sur smartphone
33 Gironde;culture;Saint-Émilion paysage culturel;Saint-Émilion est reconnu comme paysage culturel, ce qui associe vignes, bâti, pratiques et histoire. L’anecdote est utile car elle montre que la culture n’est pas seulement dans les musées. Elle peut être dans un paysage cultivé. C’est un repère culturel facile à retenir pendant une partie.;2;commune;UNESCO Saint-Émilion;moins de 15 secondes sur smartphone
33 Gironde;insolite;Le miroir d’eau;Le miroir d’eau de Bordeaux, face à la place de la Bourse, est devenu une attraction contemporaine extrêmement photographiée. Quelques centimètres d’eau suffisent à transformer l’espace. Le monument ancien se redouble dans une image mouvante. Ce détail crée une image rapide, utile pour retenir le département.;1;commune;Bordeaux Métropole;moins de 15 secondes sur smartphone
33 Gironde;insolite;Une dune qui avance;La dune du Pilat se déplace lentement vers la forêt sous l’effet des vents. Cette mobilité rend le paysage presque vivant. L’anecdote est parfaite pour un jeu mobile, car elle transforme une masse de sable en personnage géographique. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Grand Site Dune du Pilat;moins de 15 secondes sur smartphone
33 Gironde;insolite;Cordouan, roi des phares;Le phare de Cordouan, à l’entrée de l’estuaire, est souvent surnommé le roi des phares. Sa position et son architecture lui donnent une aura exceptionnelle. Il fait de la Gironde un territoire de navigation presque cérémoniel. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Phare de Cordouan;moins de 15 secondes sur smartphone
33 Gironde;insolite;Une église monolithe;À Saint-Émilion, l’église monolithe creusée dans la roche impressionne par son volume souterrain. Elle montre que le patrimoine peut se construire en retirant de la matière plutôt qu’en ajoutant des pierres. L’idée est simple et frappante. Ce détail crée une image rapide, utile pour retenir le département.;3;peu commune;Office de tourisme Saint-Émilion;moins de 15 secondes sur smartphone
33 Gironde;insolite;La base devenue lumière;La base sous-marine de Bordeaux accueille aujourd’hui des projections monumentales aux Bassins des Lumières. Le contraste est saisissant. Un lieu militaire, massif et fermé devient un espace immersif, culturel et presque onirique, sans perdre sa mémoire bétonnée. Ce détail crée une image rapide, utile pour retenir le département.;3;peu commune;Bassins des Lumières;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;L’édit de Nantes;En 1598, l’édit de Nantes accorde une forme de paix religieuse après les guerres de Religion. Le texte est signé par Henri IV dans une ville alors stratégique. Loire-Atlantique porte ainsi une mémoire politique nationale, bien au-delà du seul littoral.;2;commune;Château des ducs de Bretagne;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Le château des ducs;Le château des ducs de Bretagne rappelle que Nantes fut une capitale du duché de Bretagne. Ses murs racontent un pouvoir régional fort avant l’intégration au royaume de France. L’anecdote explique pourquoi l’identité bretonne reste sensible ici. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Château des ducs de Bretagne;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Mémoire de la traite;Nantes fut un grand port de la traite atlantique. La ville a engagé un important travail de mémoire autour de cette histoire. Pour GeoDoku, l’anecdote est essentielle car elle donne au département une profondeur maritime, commerciale et morale. Ce repère aide à mémoriser le département sans multiplier les dates.;3;commune;Mémorial de l'abolition de l'esclavage Nantes;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Saint-Nazaire construit des géants;Les chantiers de Saint-Nazaire construisent de grands paquebots et navires. Cette histoire industrielle donne au département une puissance navale évidente. La Loire-Atlantique n’est pas seulement une terre de fleuve, mais aussi un territoire de construction maritime. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Chantiers de l'Atlantique;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;La base sous-marine;La base sous-marine de Saint-Nazaire, construite pendant la Seconde Guerre mondiale, marque encore le centre-ville. Son béton massif rappelle une histoire militaire lourde. Transformée en lieu de visite, elle impose une mémoire impossible à ignorer. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Saint-Nazaire Renversante;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Les otages de Châteaubriant;En 1941, des otages sont fusillés à Châteaubriant par les forces d’occupation. Le lieu garde une mémoire forte de la répression et de la Résistance. L’anecdote donne au département une dimension tragique, loin de l’image purement atlantique. Ce repère aide à mémoriser le département sans multiplier les dates.;4;rare;Musée de la Résistance de Châteaubriant;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Guérande fortifiée;Guérande conserve des remparts qui rappellent son importance médiévale et commerciale. La ville est liée au sel, mais aussi à une vraie histoire urbaine. Le département y gagne une silhouette de pierre, très différente des ports industriels. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Ville de Guérande;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Clisson à l’italienne;Après les guerres de Vendée, Clisson est en partie reconstruite avec une inspiration italienne. Le résultat surprend dans l’ouest français. Cette anecdote donne à la Loire-Atlantique une ambiance presque toscane, née d’une histoire violente et d’un goût romantique. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Office de tourisme du Vignoble de Nantes;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Le canal de Nantes à Brest;Le canal de Nantes à Brest rappelle une volonté de relier l’intérieur breton aux ports en évitant les risques maritimes. Même si tout ne se joue pas dans le département, Nantes en reste une porte symbolique. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Voies navigables de Bretagne;moins de 15 secondes sur smartphone
44 Loire-Atlantique;histoire;Nantes hors Bretagne administrative;La Loire-Atlantique appartient administrativement aux Pays de la Loire, mais son histoire bretonne reste très présente. Cette tension identitaire est une anecdote territoriale forte. Elle montre qu’une carte administrative ne suffit pas toujours à raconter un lieu. Ce repère aide à mémoriser le département sans multiplier les dates.;3;commune;Région Pays de la Loire;moins de 15 secondes sur smartphone
44 Loire-Atlantique;géographie;L’estuaire de la Loire;La Loire-Atlantique se comprend par l’estuaire de la Loire, large couloir entre Nantes, Saint-Nazaire et l’océan. Fleuve, industrie, oiseaux et villages s’y croisent. Le département est littéralement organisé par cette sortie vers l’Atlantique. Ce repère donne une image claire du département en quelques secondes.;1;commune;Estuaire Nantes Saint-Nazaire;moins de 15 secondes sur smartphone
44 Loire-Atlantique;géographie;Le marais de Brière;La Brière est l’une des grandes zones humides françaises, avec ses canaux, chaumières et paysages d’eau. Elle donne au département une géographie lente et amphibie. L’anecdote contraste fortement avec l’image urbaine de Nantes. Ce repère donne une image claire du département en quelques secondes.;2;commune;Parc naturel régional de Brière;moins de 15 secondes sur smartphone
44 Loire-Atlantique;géographie;La presqu’île guérandaise;La presqu’île guérandaise mêle océan, marais salants, ports et villes touristiques. Elle donne une géographie très lisible, où le sel raconte le paysage. La Loire-Atlantique y devient une carte de bassins, digues et horizons plats. Ce repère donne une image claire du département en quelques secondes.;2;commune;Office de tourisme La Baule Presqu'île de Guérande;moins de 15 secondes sur smartphone
44 Loire-Atlantique;géographie;Le Pays de Retz;Au sud de l’estuaire, le Pays de Retz offre une Loire-Atlantique plus discrète, entre littoral, marais et bourgs. Cette zone rappelle que le département ne se résume pas à Nantes et Saint-Nazaire. Il possède plusieurs façades territoriales. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;Loire-Atlantique développement;moins de 15 secondes sur smartphone
44 Loire-Atlantique;géographie;L’Erdre nantaise;L’Erdre traverse Nantes avec une ambiance de rivière élégante, bordée de parcs et de demeures. Elle donne une image plus douce que la Loire industrielle. Cette géographie urbaine aide à comprendre pourquoi Nantes aime se raconter par l’eau. Ce repère donne une image claire du département en quelques secondes.;2;commune;Nantes Métropole;moins de 15 secondes sur smartphone
44 Loire-Atlantique;gastronomie;Le beurre blanc;Le beurre blanc est associé aux bords de Loire près de Nantes. Cette sauce au beurre, au vin blanc et aux échalotes accompagne particulièrement les poissons. Elle raconte une cuisine de fleuve et de table simple, mais très précise. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Nantes Tourisme;moins de 15 secondes sur smartphone
44 Loire-Atlantique;gastronomie;Le gâteau nantais;Le gâteau nantais associe amande et rhum dans une pâtisserie dense et parfumée. Il rappelle l’histoire portuaire de Nantes, ouverte sur les échanges maritimes. Une douceur locale peut donc porter une mémoire commerciale bien plus vaste. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Nantes Tourisme;moins de 15 secondes sur smartphone
44 Loire-Atlantique;gastronomie;Le muscadet;Le muscadet, produit autour de Nantes, accompagne souvent poissons, fruits de mer et repas de Loire. Sa notoriété donne au département une identité viticole atlantique. Il relie le vignoble, l’estuaire et la table avec une grande simplicité. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Interprofession des vins du Val de Loire;moins de 15 secondes sur smartphone
44 Loire-Atlantique;gastronomie;Le sel de Guérande;Le sel de Guérande est récolté dans les marais salants selon un savoir-faire très identifié. Il donne au département une saveur directement liée au paysage. Ici, la gastronomie commence avant la cuisine, dans l’eau, le vent et les bassins. Ce goût local donne une accroche simple au joueur sur smartphone.;1;commune;Terre de Sel Guérande;moins de 15 secondes sur smartphone
44 Loire-Atlantique;gastronomie;Le berlingot nantais;Le berlingot nantais est un bonbon coloré, souvent en forme de petit tétraèdre. Il offre une anecdote simple et visuelle. La Loire-Atlantique y gagne une mémoire de confiserie urbaine, légère, facile à retenir et adaptée au jeu. Ce goût local donne une accroche simple au joueur sur smartphone.;3;peu commune;Nantes Tourisme;moins de 15 secondes sur smartphone
44 Loire-Atlantique;culture;Les Machines de l’île;Les Machines de l’île, à Nantes, transforment l’ancien imaginaire industriel en théâtre mécanique. Le grand éléphant est devenu une image forte de la ville. L’anecdote fonctionne car elle mêle chantier, rêve, art public et promenade. C’est un repère culturel facile à retenir pendant une partie.;1;commune;Les Machines de l'île;moins de 15 secondes sur smartphone
44 Loire-Atlantique;culture;Jules Verne nantais;Jules Verne naît à Nantes, ville portuaire qui nourrit l’imaginaire du voyage. Même si son œuvre dépasse largement le département, cette origine reste très parlante. La Loire-Atlantique devient un point de départ vers les mondes possibles. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Musée Jules Verne Nantes;moins de 15 secondes sur smartphone
44 Loire-Atlantique;culture;Le Hellfest à Clisson;Le Hellfest fait de Clisson un rendez-vous international des musiques metal. Le contraste entre village d’inspiration italienne et festival massif est très fort. Cette anecdote donne au département une culture contemporaine bruyante, populaire et inattendue. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Hellfest;moins de 15 secondes sur smartphone
44 Loire-Atlantique;culture;Le Voyage à Nantes;Le Voyage à Nantes transforme la ville en parcours d’art, de surprises et de détours urbains. La culture sort des musées pour rejoindre les rues. L’anecdote montre un territoire qui utilise la marche comme expérience culturelle. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Le Voyage à Nantes;moins de 15 secondes sur smartphone
44 Loire-Atlantique;culture;LU devenu lieu unique;L’ancienne biscuiterie LU de Nantes est devenue le Lieu Unique, espace culturel installé près du canal Saint-Félix. La transformation est très lisible. Une marque alimentaire populaire laisse place à un lieu de création, sans effacer son nom. C’est un repère culturel facile à retenir pendant une partie.;3;peu commune;Le Lieu Unique;moins de 15 secondes sur smartphone
44 Loire-Atlantique;insolite;Le serpent d’océan;À Saint-Brevin-les-Pins, le Serpent d’océan de Huang Yong Ping apparaît et disparaît avec les marées. Le squelette métallique transforme l’estran en scène fantastique. L’anecdote est très visuelle et immédiatement mémorisable pour un joueur. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Estuaire Nantes Saint-Nazaire;moins de 15 secondes sur smartphone
44 Loire-Atlantique;insolite;Trentemoult coloré;Trentemoult, ancien village de pêcheurs près de Nantes, surprend par ses maisons colorées et ses ruelles. Le lieu offre une ambiance presque insulaire à quelques minutes de la ville. C’est une anecdote parfaite pour révéler un détour discret. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Nantes Tourisme;moins de 15 secondes sur smartphone
